nom,prix,website,source,date_scraped,category,promotion,url,description,normalized_nom,normalized_description
1.5 cu. ft. 900W Sharp  Carousel Convection + Microwave Oven (SMC1585BS),599.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-14 22:26:44,microwave-ovens,$779.99,,,1.5 cu. ft. 900w sharp  carousel convection + microwave oven (smc1585bs),1.5 cu. ft. 900w sharp  carousel convection + microwave oven (smc1585bs)
Sharp 1.5 cu. ft. 900W  Convection Countertop Microwave Oven (SMC1585KS),599.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-14 22:26:44,microwave-ovens,$779.99,,,sharp 1.5 cu. ft. 900w  convection countertop microwave oven (smc1585ks),sharp 1.5 cu. ft. 900w  convection countertop microwave oven (smc1585ks)
1.5 cu. ft. 900W Sharp Matte Carousel Convection Microwave Oven (SMC1585BB),499.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/,2025-01-14 22:26:44,microwave-ovens,$649.99,,,1.5 cu. ft. 900w sharp matte carousel convection microwave oven (smc1585bb),1.5 cu. ft. 900w sharp matte carousel convection microwave oven (smc1585bb)
1.5 cu. ft. 900W Sharp  Carousel Convection + Microwave Oven (SMC1585BW),499.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=2,2025-01-14 22:26:44,microwave-ovens,$649.99,,,1.5 cu. ft. 900w sharp  carousel convection + microwave oven (smc1585bw),1.5 cu. ft. 900w sharp  carousel convection + microwave oven (smc1585bw)
Sharp 1.5 cu. ft. 900W Convection Countertop Microwave Oven (SMC1585KB),499.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=2,2025-01-14 22:26:44,microwave-ovens,$649.99,,,sharp 1.5 cu. ft. 900w convection countertop microwave oven (smc1585kb),sharp 1.5 cu. ft. 900w convection countertop microwave oven (smc1585kb)
Sharp 1.5 cu. ft. 900W  Convection Countertop Microwave Oven (SMC1585KW),499.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=2,2025-01-14 22:26:44,microwave-ovens,$649.99,,,sharp 1.5 cu. ft. 900w  convection countertop microwave oven (smc1585kw),sharp 1.5 cu. ft. 900w  convection countertop microwave oven (smc1585kw)
1.5 cu. ft. 1000W Sharp  Over-the-Range Carousel Microwave Oven (R1514TY),429.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=2,2025-01-14 22:26:44,microwave-ovens,$579.99,,,1.5 cu. ft. 1000w sharp  over-the-range carousel microwave oven (r1514ty),1.5 cu. ft. 1000w sharp  over-the-range carousel microwave oven (r1514ty)
1.5 cu. ft. 1100W  Sharp Over-the-Counter Carousel Microwave Oven (R1214TY),429.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=2,2025-01-14 22:26:44,microwave-ovens,$579.99,,,1.5 cu. ft. 1100w  sharp over-the-counter carousel microwave oven (r1214ty),1.5 cu. ft. 1100w  sharp over-the-counter carousel microwave oven (r1214ty)
24 in. Over-The-Range Microwave Oven (SMO1461GS),399.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=2,2025-01-14 22:26:44,microwave-ovens,$649.99,,,24 in. over-the-range microwave oven (smo1461gs),24 in. over-the-range microwave oven (smo1461gs)
1.5 cu. ft. 1100W Sharp Over-the-Counter Carousel Microwave Oven (R1210TY),329.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=2,2025-01-14 22:26:44,microwave-ovens,$449.99,,,1.5 cu. ft. 1100w sharp over-the-counter carousel microwave oven (r1210ty),1.5 cu. ft. 1100w sharp over-the-counter carousel microwave oven (r1210ty)
1.5 cu. ft. 1100W  Sharp Over-the-Counter Carousel Microwave Oven (R1211TY),329.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=2,2025-01-14 22:26:44,microwave-ovens,$449.99,,,1.5 cu. ft. 1100w  sharp over-the-counter carousel microwave oven (r1211ty),1.5 cu. ft. 1100w  sharp over-the-counter carousel microwave oven (r1211ty)
1.9 cu. ft. Smart Over-the-Range-Microwave Oven (SMO1969JS),319.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=2,2025-01-14 22:26:44,microwave-ovens,$599.99,,,1.9 cu. ft. smart over-the-range-microwave oven (smo1969js),1.9 cu. ft. smart over-the-range-microwave oven (smo1969js)
1.7 cu. ft. Smart Over-the-Range Microwave Oven (SMO1759JS),299.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=2,2025-01-14 22:26:44,microwave-ovens,$529.99,,,1.7 cu. ft. smart over-the-range microwave oven (smo1759js),1.7 cu. ft. smart over-the-range microwave oven (smo1759js)
1.7 cu. ft. Over-the Range Microwave Oven (SMO1754JS),279.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=2,2025-01-14 22:26:44,microwave-ovens,$479.99,,,1.7 cu. ft. over-the range microwave oven (smo1754js),1.7 cu. ft. over-the range microwave oven (smo1754js)
2.2 cu. ft. XL Countertop Microwave Oven (SMC2266HS),229.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=2,2025-01-14 22:26:44,microwave-ovens,,,,2.2 cu. ft. xl countertop microwave oven (smc2266hs),2.2 cu. ft. xl countertop microwave oven (smc2266hs)
Sharp 2.2 cu. ft. 1200W  Countertop Microwave Oven with Inverter Technology (SMC2266KS),229.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=3,2025-01-14 22:26:44,microwave-ovens,,,,sharp 2.2 cu. ft. 1200w  countertop microwave oven with inverter technology (smc2266ks),sharp 2.2 cu. ft. 1200w  countertop microwave oven with inverter technology (smc2266ks)
1.7 cu. ft. Over-the Range Microwave Oven (SMO1752JS),199.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=3,2025-01-14 22:26:44,microwave-ovens,,,,1.7 cu. ft. over-the range microwave oven (smo1752js),1.7 cu. ft. over-the range microwave oven (smo1752js)
Sharp 2.2 cu. ft. 1200W  Countertop Microwave Oven (SMC2265KS),199.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=3,2025-01-14 22:26:44,microwave-ovens,,,,sharp 2.2 cu. ft. 1200w  countertop microwave oven (smc2265ks),sharp 2.2 cu. ft. 1200w  countertop microwave oven (smc2265ks)
1.4 cu. ft. Smart Countertop Microwave Oven (SMC1469HS),189.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=3,2025-01-14 22:26:44,microwave-ovens,,,,1.4 cu. ft. smart countertop microwave oven (smc1469hs),1.4 cu. ft. smart countertop microwave oven (smc1469hs)
Sharp 1.4 cu. ft. 1100W Smart  Microwave Oven with Inverter Technology (SMC1469KS),189.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=3,2025-01-14 22:26:44,microwave-ovens,,,,sharp 1.4 cu. ft. 1100w smart  microwave oven with inverter technology (smc1469ks),sharp 1.4 cu. ft. 1100w smart  microwave oven with inverter technology (smc1469ks)
1.6 cu. ft. 1100W  Countertop Microwave Oven (SMC1662DS),179.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=3,2025-01-14 22:26:44,microwave-ovens,,,,1.6 cu. ft. 1100w  countertop microwave oven (smc1662ds),1.6 cu. ft. 1100w  countertop microwave oven (smc1662ds)
Sharp 1.6 cu. ft. 1100W  Countertop Microwave Oven (SMC1660KS),179.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=3,2025-01-14 22:26:44,microwave-ovens,,,,sharp 1.6 cu. ft. 1100w  countertop microwave oven (smc1660ks),sharp 1.6 cu. ft. 1100w  countertop microwave oven (smc1660ks)
Sharp 1.6 cu. ft. 1100W  Countertop Microwave Oven (SMC1662KS),179.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=3,2025-01-14 22:26:44,microwave-ovens,,,,sharp 1.6 cu. ft. 1100w  countertop microwave oven (smc1662ks),sharp 1.6 cu. ft. 1100w  countertop microwave oven (smc1662ks)
1.4 cu. ft. 1100W Sharp  Countertop Microwave Oven (SMC1452CH),169.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=3,2025-01-14 22:26:44,microwave-ovens,,,,1.4 cu. ft. 1100w sharp  countertop microwave oven (smc1452ch),1.4 cu. ft. 1100w sharp  countertop microwave oven (smc1452ch)
1.4 cu. ft. Family-Size Countertop Microwave Oven with Inverter Technology (SMC1464HS),169.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=3,2025-01-14 22:26:44,microwave-ovens,,,,1.4 cu. ft. family-size countertop microwave oven with inverter technology (smc1464hs),1.4 cu. ft. family-size countertop microwave oven with inverter technology (smc1464hs)
Sharp 1.4 cu. ft. 1100W  Countertop Microwave Oven (SMC1452KH),169.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=3,2025-01-14 22:26:44,microwave-ovens,,,,sharp 1.4 cu. ft. 1100w  countertop microwave oven (smc1452kh),sharp 1.4 cu. ft. 1100w  countertop microwave oven (smc1452kh)
Sharp 1.4 cu. ft. 1100W  Countertop Microwave Oven (SMC1450KS),169.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=3,2025-01-14 22:26:44,microwave-ovens,,,,sharp 1.4 cu. ft. 1100w  countertop microwave oven (smc1450ks),sharp 1.4 cu. ft. 1100w  countertop microwave oven (smc1450ks)
Sharp 1.4 cu. ft. 1100W  Countertop Microwave Oven with Inverter Technology (SMC1464KS),169.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=4,2025-01-14 22:26:44,microwave-ovens,,,,sharp 1.4 cu. ft. 1100w  countertop microwave oven with inverter technology (smc1464ks),sharp 1.4 cu. ft. 1100w  countertop microwave oven with inverter technology (smc1464ks)
Sharp 1.4 cu. ft. 1100W  Countertop Microwave Oven with Inverter Technology (SMC1465KM),169.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=4,2025-01-14 22:26:44,microwave-ovens,,,,sharp 1.4 cu. ft. 1100w  countertop microwave oven with inverter technology (smc1465km),sharp 1.4 cu. ft. 1100w  countertop microwave oven with inverter technology (smc1465km)
1.4 cu. ft. Countertop Microwave Oven (SMC1461HB),149.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=4,2025-01-14 22:26:44,microwave-ovens,,,,1.4 cu. ft. countertop microwave oven (smc1461hb),1.4 cu. ft. countertop microwave oven (smc1461hb)
1.4 cu. ft.  Countertop Microwave Oven (SMC1461HW),149.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=4,2025-01-14 22:26:44,microwave-ovens,,,,1.4 cu. ft.  countertop microwave oven (smc1461hw),1.4 cu. ft.  countertop microwave oven (smc1461hw)
Sharp 1.1 cu. ft. 1000W Smart  Countertop Microwave Oven (SMC1169KS),149.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=4,2025-01-14 22:26:44,microwave-ovens,,,,sharp 1.1 cu. ft. 1000w smart  countertop microwave oven (smc1169ks),sharp 1.1 cu. ft. 1000w smart  countertop microwave oven (smc1169ks)
Sharp 1.4 cu. ft. 1100W Countertop Microwave Oven (SMC1461KB),149.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=4,2025-01-14 22:26:44,microwave-ovens,,,,sharp 1.4 cu. ft. 1100w countertop microwave oven (smc1461kb),sharp 1.4 cu. ft. 1100w countertop microwave oven (smc1461kb)
Sharp 1.4 cu. ft. 1100W  Countertop Microwave Oven (SMC1461KW),149.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=4,2025-01-14 22:26:44,microwave-ovens,,,,sharp 1.4 cu. ft. 1100w  countertop microwave oven (smc1461kw),sharp 1.4 cu. ft. 1100w  countertop microwave oven (smc1461kw)
Sharp 1.1 cu. ft. 1000W  Countertop Microwave Oven (SMC1162KS),139.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=4,2025-01-14 22:26:44,microwave-ovens,,,,sharp 1.1 cu. ft. 1000w  countertop microwave oven (smc1162ks),sharp 1.1 cu. ft. 1000w  countertop microwave oven (smc1162ks)
1.1 cu. ft. Countertop Microwave Oven (SMC1161HB),129.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=4,2025-01-14 22:26:44,microwave-ovens,,,,1.1 cu. ft. countertop microwave oven (smc1161hb),1.1 cu. ft. countertop microwave oven (smc1161hb)
1.1 cu. ft.  Countertop Microwave Oven (SMC1161HW),129.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=4,2025-01-14 22:26:44,microwave-ovens,,,,1.1 cu. ft.  countertop microwave oven (smc1161hw),1.1 cu. ft.  countertop microwave oven (smc1161hw)
Sharp 1.1 cu. ft. 1000W Countertop Microwave Oven (SMC1161KB),129.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=4,2025-01-14 22:26:44,microwave-ovens,,,,sharp 1.1 cu. ft. 1000w countertop microwave oven (smc1161kb),sharp 1.1 cu. ft. 1000w countertop microwave oven (smc1161kb)
Sharp 1.1 cu. ft. 1000W  Countertop Microwave Oven (SMC1161KW),129.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=4,2025-01-14 22:26:44,microwave-ovens,,,,sharp 1.1 cu. ft. 1000w  countertop microwave oven (smc1161kw),sharp 1.1 cu. ft. 1000w  countertop microwave oven (smc1161kw)
Sharp 0.9 cu. ft. 900W  Countertop Microwave Oven (SMC0962KS),99.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=5,2025-01-14 22:26:44,microwave-ovens,,,,sharp 0.9 cu. ft. 900w  countertop microwave oven (smc0962ks),sharp 0.9 cu. ft. 900w  countertop microwave oven (smc0962ks)
Sharp 0.9 cu. ft. Carousel Countertop Microwave Oven (SMC0960KS),99.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=5,2025-01-14 22:26:44,microwave-ovens,,,,sharp 0.9 cu. ft. carousel countertop microwave oven (smc0960ks),sharp 0.9 cu. ft. carousel countertop microwave oven (smc0960ks)
Sharp 0.7 cu. ft. 700W  Countertop Microwave Oven (SMC0761KS),89.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=5,2025-01-14 22:26:44,microwave-ovens,,,,sharp 0.7 cu. ft. 700w  countertop microwave oven (smc0761ks),sharp 0.7 cu. ft. 700w  countertop microwave oven (smc0761ks)
Sharp 0.7 cu. ft. 700W Countertop Microwave Oven (SMC0760KB),84.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=5,2025-01-14 22:26:44,microwave-ovens,,,,sharp 0.7 cu. ft. 700w countertop microwave oven (smc0760kb),sharp 0.7 cu. ft. 700w countertop microwave oven (smc0760kb)
Sharp 0.7 cu. ft. 700W  Countertop Microwave Oven (SMC0760KW),84.99,sharpusa.com,https://shop.sharpusa.com/products/microwave-ovens/?page=5,2025-01-14 22:26:44,microwave-ovens,,,,sharp 0.7 cu. ft. 700w  countertop microwave oven (smc0760kw),sharp 0.7 cu. ft. 700w  countertop microwave oven (smc0760kw)
Frigidaire FRFS2823AD  27.8 cu. ft. French Door Refrigerator,1899.0,sears.com,https://www.sears.com/appliances-refrigerators/b-1020022?adcell=hp_S1c_fridges,2025-01-15 13:15:38,appliances,,,,frigidaire frfs2823ad  27.8 cu. ft. french door refrigerator,frigidaire frfs2823ad  27.8 cu. ft. french door refrigerator
Frigidaire FRFS2823AS  27.8 cu. ft. French Door Refrigerator,1699.0,sears.com,https://www.sears.com/appliances-refrigerators/b-1020022?adcell=hp_S1c_fridges,2025-01-15 13:15:38,appliances,,,,frigidaire frfs2823as  27.8 cu. ft. french door refrigerator,frigidaire frfs2823as  27.8 cu. ft. french door refrigerator
Frigidaire Gallery GRMC2273CF 21.5 cu. ft. Counter-Depth 4-Door French Door Refriger...,1999.99,sears.com,https://www.sears.com/appliances-refrigerators/b-1020022?adcell=hp_S1c_fridges,2025-01-15 13:15:38,appliances,,,,frigidaire gallery grmc2273cf 21.5 cu. ft. counter-depth 4-door french door refriger...,frigidaire gallery grmc2273cf 21.5 cu. ft. counter-depth 4-door french door refriger...
"Kenmore 71335  20.4 cu. ft. Top Freezer Refrigerator w/ Icemaker, 33"" Wide - Stainle...",829.99,sears.com,https://www.sears.com/appliances-refrigerators/b-1020022?adcell=hp_S1c_fridges,2025-01-15 13:15:38,appliances,,,,"kenmore 71335  20.4 cu. ft. top freezer refrigerator w/ icemaker, 33"" wide - stainle...","kenmore 71335  20.4 cu. ft. top freezer refrigerator w/ icemaker, 33"" wide - stainle..."
LG LRFXS3106S  30.7 cu. ft. Standard-Depth MAX French-Door Refrigerator with Dual Ic...,2099.99,sears.com,https://www.sears.com/appliances-refrigerators/b-1020022?adcell=hp_S1c_fridges,2025-01-15 13:15:38,appliances,,,,lg lrfxs3106s  30.7 cu. ft. standard-depth max french-door refrigerator with dual ic...,lg lrfxs3106s  30.7 cu. ft. standard-depth max french-door refrigerator with dual ic...
"GE Appliances GFE26JGMWW 36"" 25.6 cu.ft.  French Door Refrigerator",2339.96,sears.com,https://www.sears.com/appliances-refrigerators/b-1020022?adcell=hp_S1c_fridges,2025-01-15 13:15:38,appliances,,,,"ge appliances gfe26jgmww 36"" 25.6 cu.ft.  french door refrigerator","ge appliances gfe26jgmww 36"" 25.6 cu.ft.  french door refrigerator"
GE Appliances GFE28GYNFS ENERGY STAR 27.7cu.ft. French Door Refrigerator - Stainless...,2221.0,sears.com,https://www.sears.com/appliances-refrigerators/b-1020022?adcell=hp_S1c_fridges,2025-01-15 13:15:38,appliances,,,,ge appliances gfe28gynfs energy star 27.7cu.ft. french door refrigerator - stainless...,ge appliances gfe28gynfs energy star 27.7cu.ft. french door refrigerator - stainless...
Kenmore 75525  17.5 cu. ft. French Door Refrigerator - Fingerprint-Resistant Stainle...,1199.99,sears.com,https://www.sears.com/appliances-refrigerators/b-1020022?adcell=hp_S1c_fridges,2025-01-15 13:15:38,appliances,,,,kenmore 75525  17.5 cu. ft. french door refrigerator - fingerprint-resistant stainle...,kenmore 75525  17.5 cu. ft. french door refrigerator - fingerprint-resistant stainle...
Kenmore 61335  20.5 cu. ft. Top Freezer Refrigerator w/Fingerprint...,729.99,sears.com,https://www.sears.com/appliances-refrigerators/b-1020022?adcell=hp_S1c_fridges,2025-01-15 13:15:38,appliances,,,,kenmore 61335  20.5 cu. ft. top freezer refrigerator w/fingerprint...,kenmore 61335  20.5 cu. ft. top freezer refrigerator w/fingerprint...
GE Appliances GWE19JGLBB 18.6 cu. ft. Counter-Depth French Door Refrigerator ,1799.96,sears.com,https://www.sears.com/appliances-refrigerators/b-1020022?adcell=hp_S1c_fridges,2025-01-15 13:15:38,appliances,,,,ge appliances gwe19jglbb 18.6 cu. ft. counter-depth french door refrigerator ,ge appliances gwe19jglbb 18.6 cu. ft. counter-depth french door refrigerator 
GE Cafe CYE22TP3MD1 22.2 cu. ft. Counter-Depth French Door Refrigerator w/ Hot Water...,3689.99,sears.com,https://www.sears.com/appliances-refrigerators/b-1020022?adcell=hp_S1c_fridges,2025-01-15 13:15:38,appliances,,,,ge cafe cye22tp3md1 22.2 cu. ft. counter-depth french door refrigerator w/ hot water...,ge cafe cye22tp3md1 22.2 cu. ft. counter-depth french door refrigerator w/ hot water...
Frigidaire FFTR2045VS  20.0 cu. ft. Top Freezer Refrigerator,729.99,sears.com,https://www.sears.com/appliances-refrigerators/b-1020022?adcell=hp_S1c_fridges,2025-01-15 13:15:38,appliances,,,,frigidaire fftr2045vs  20.0 cu. ft. top freezer refrigerator,frigidaire fftr2045vs  20.0 cu. ft. top freezer refrigerator
GE Appliances GNE29GYNFS GE ENERGY STAR 28.7 Cu. Ft. Fingerprint Resistant French-Do...,2276.96,sears.com,https://www.sears.com/appliances-refrigerators/b-1020022?adcell=hp_S1c_fridges,2025-01-15 13:15:38,appliances,,,,ge appliances gne29gynfs ge energy star 28.7 cu. ft. fingerprint resistant french-do...,ge appliances gne29gynfs ge energy star 28.7 cu. ft. fingerprint resistant french-do...
"GE Profile Series PWE23KYNFS 36"" 23.1 cu.ft.  French Door Refrigerator",2969.99,sears.com,https://www.sears.com/appliances-refrigerators/b-1020022?adcell=hp_S1c_fridges,2025-01-15 13:15:38,appliances,,,,"ge profile series pwe23kynfs 36"" 23.1 cu.ft.  french door refrigerator","ge profile series pwe23kynfs 36"" 23.1 cu.ft.  french door refrigerator"
